下单时间,推广设备,计划ID,计划名称,品类名,SKUID,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,预售订单行,预售订单金额,直接加购数,间接加购数,总加购数,转化率(%),ROI,下单新客数,访问页面数,页面平均访问时长,深度进店数,店铺关注数,商品关注数,预约数,领劵数,推广模式
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,10051976362384,813,10,1.23,62.89,77.36,6.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,41,10.2,3,0,1,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-口红,10030031506068,813,22,2.71,85.60,105.29,3.89,1,129.00,1,129.00,2,258.00,0,0.00,2,2,4,9.09,3.01,1,54,26.2,0,0,3,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-彩妆套装,10066548930988,812,52,6.40,395.05,486.51,7.60,0,0.00,1,1314.00,1,1314.00,0,0.00,2,1,3,1.92,3.33,1,177,20.8,0,0,0,0,1,普通推广
20230418,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623301,812,1,0.12,1.92,2.36,1.92,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-粉底液/膏,10020956900885,812,33,4.06,239.02,294.36,7.24,2,458.00,3,1185.00,5,1643.00,0,0.00,4,4,8,15.15,6.87,4,74,13.2,0,0,0,0,1,普通推广
20230403,全部,1001313761,海投新客推广,花西子-卸妆,65643896451,812,44,5.42,136.93,168.63,3.11,5,392.00,0,0.00,5,392.00,0,0.00,33,5,38,11.36,2.86,2,117,17.4,3,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174479,812,44,5.42,324.91,400.14,7.38,5,745.00,4,646.00,9,1391.00,0,0.00,10,12,22,20.45,4.28,7,183,24.1,0,1,0,0,0,普通推广
20230424,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10031814298612,811,86,10.60,787.62,971.17,9.16,0,0.00,16,2746.00,16,2746.00,0,0.00,17,42,59,18.60,3.49,10,342,19.3,2,2,0,0,8,普通推广
20230419,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174479,811,37,4.56,397.84,490.55,10.75,1,149.00,5,1004.00,6,1153.00,0,0.00,16,12,28,16.22,2.90,4,144,27.6,0,2,0,0,5,普通推广
20230415,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10057694807144,810,26,3.21,63.92,78.91,2.46,0,0.00,0,0.00,0,0.00,0,0.00,3,2,5,0.00,0.00,0,36,18.5,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,810,14,1.73,36.04,44.49,2.57,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,17,48.8,0,0,1,0,0,普通推广
20230409,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10025033943235,810,137,16.91,1220.70,1507.04,8.91,2,338.00,11,1809.00,13,2147.00,0,0.00,34,47,81,9.49,1.76,11,552,24.2,0,2,0,0,3,普通推广
20230424,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10063465552246,809,20,2.47,216.94,268.16,10.85,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,48,27.3,2,0,0,0,2,普通推广
20230410,全部,626847635,经典海投计划,花西子-粉底液/膏,10037476816170,809,13,1.61,37.57,46.44,2.89,0,0.00,1,269.00,1,269.00,0,0.00,0,1,1,7.69,7.16,0,12,23.7,0,0,0,0,0,普通推广
20230410,全部,1001313761,海投新客推广,花西子-粉底液/膏,10020956900883,808,14,1.73,125.12,154.85,8.94,0,0.00,1,229.00,1,229.00,0,0.00,6,7,13,7.14,1.83,1,45,16.7,2,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,807,13,1.61,23.56,29.19,1.81,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,93,20.3,0,0,0,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486220,807,18,2.23,31.74,39.33,1.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,29,31.9,0,0,1,0,0,普通推广
20230408,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486219,807,14,1.73,44.78,55.49,3.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,25,10.0,0,0,0,0,0,普通推广
20230417,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174479,806,28,3.47,324.59,402.72,11.59,0,0.00,1,169.00,1,169.00,0,0.00,6,3,9,3.57,0.52,1,84,27.7,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉底液/膏,10043810570514,805,18,2.24,123.77,153.75,6.88,0,0.00,4,82.81,4,82.81,0,0.00,8,8,16,22.22,0.67,2,66,18.7,4,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,10021040859994,804,8,1.00,13.27,16.50,1.66,0,0.00,0,0.00,0,0.00,0,0.00,2,8,10,0.00,0.00,0,24,8.2,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-卸妆,65643896451,804,35,4.35,119.79,148.99,3.42,4,245.00,0,0.00,4,245.00,0,0.00,13,1,14,11.43,2.05,3,107,17.4,0,0,0,0,0,普通推广
20230418,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,65638174479,804,64,7.96,523.48,651.09,8.18,3,447.00,3,487.00,6,934.00,0,0.00,15,10,25,9.38,1.78,6,266,15.2,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10065357379635,803,14,1.74,43.72,54.45,3.12,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,18,44.5,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,10022706282768,803,14,1.74,34.53,43.00,2.47,0,0.00,1,69.00,1,69.00,0,0.00,0,2,2,7.14,2.00,1,25,14.4,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,802,8,1.00,44.59,55.60,5.57,1,149.00,0,0.00,1,149.00,0,0.00,2,3,5,12.50,3.34,1,47,24.1,0,0,0,0,0,普通推广
20230425,全部,1185208742,海投新客推广_品牌近180天未购,花西子-卸妆,10043755049206,802,10,1.25,97.19,121.18,9.72,0,0.00,3,248.01,3,248.01,0,0.00,5,1,6,30.00,2.55,1,27,27.0,2,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,802,40,4.99,224.56,280.00,5.61,1,69.00,4,296.00,5,365.00,0,0.00,8,34,42,12.50,1.63,5,173,30.8,0,1,0,0,3,普通推广
20230418,全部,626847635,经典海投计划,花西子-唇膜/唇部精华,65647681420,802,30,3.74,145.17,181.01,4.84,5,414.00,0,0.00,5,414.00,0,0.00,12,1,13,16.67,2.85,3,52,27.5,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-其它彩妆,10039463716684,801,22,2.75,45.59,56.92,2.07,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,20,2.8,0,0,1,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-定妆喷雾,10035022966475,800,34,4.25,377.11,471.39,11.09,3,387.00,2,298.00,5,685.00,0,0.00,10,5,15,14.71,1.82,4,84,13.6,0,0,1,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-定妆喷雾,10035025417065,798,5,0.63,30.22,37.87,6.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,14.3,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-卸妆,65643896451,798,43,5.39,126.38,158.37,2.94,4,196.00,1,99.00,5,295.00,0,0.00,24,1,25,11.63,2.33,3,65,21.9,0,0,1,0,0,普通推广
20230408,全部,1001313761,海投新客推广,花西子-口红,10048028612012,797,29,3.64,222.15,278.73,7.66,0,0.00,0,0.00,0,0.00,0,0.00,8,1,9,0.00,0.00,0,68,15.4,4,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眉笔/眉粉/眉膏,10022706282767,797,41,5.14,228.21,286.34,5.57,4,356.00,6,844.00,10,1200.00,0,0.00,14,13,27,24.39,5.26,7,134,24.0,1,0,0,0,1,普通推广
20230424,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10067561251804,796,19,2.39,102.60,128.89,5.40,1,169.00,2,308.00,3,477.00,0,0.00,1,2,3,15.79,4.65,1,66,9.5,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10057694807144,795,13,1.64,26.54,33.38,2.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,16,11.2,0,0,1,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,67719426908,795,6,0.75,11.93,15.01,1.99,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,7,68.6,0,0,0,0,0,普通推广
20230417,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10065357379635,794,12,1.51,30.25,38.10,2.52,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,19,114.8,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-粉饼,10064620812409,794,49,6.17,280.37,353.11,5.72,5,995.00,0,0.00,5,995.00,0,0.00,20,9,29,10.20,3.55,4,203,22.1,0,0,0,0,1,普通推广
20230422,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,794,12,1.51,24.78,31.21,2.07,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,40,18.5,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980726,794,18,2.27,41.08,51.74,2.28,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,24,23.9,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-卸妆,10058969482684,793,15,1.89,130.03,163.97,8.67,1,229.00,0,0.00,1,229.00,0,0.00,3,0,3,6.67,1.76,1,38,16.4,3,0,0,0,1,普通推广
20230424,全部,626847635,经典海投计划,花西子-防晒,10072207352799,792,15,1.89,26.00,32.83,1.73,1,14.90,1,9.90,2,24.80,0,0.00,5,2,7,13.33,0.95,2,56,27.9,0,0,0,0,1,普通推广
20230416,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045415993762,792,13,1.64,30.35,38.32,2.33,0,0.00,0,0.00,0,0.00,0,0.00,3,1,4,0.00,0.00,0,32,10.7,0,1,0,0,1,普通推广
20230421,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10040887343123,792,35,4.42,33.17,41.88,0.95,0,0.00,1,99.00,1,99.00,0,0.00,4,2,6,2.86,2.98,1,89,10.3,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-定妆喷雾,10035025417065,792,8,1.01,71.28,90.00,8.91,0,0.00,0,0.00,0,0.00,0,0.00,3,0,3,0.00,0.00,0,11,12.8,0,0,1,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-口红,65659245180,792,24,3.03,41.18,51.99,1.72,1,89.00,0,0.00,1,89.00,0,0.00,5,1,6,4.17,2.16,1,66,17.7,0,0,0,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486219,792,15,1.89,24.78,31.29,1.65,0,0.00,0,0.00,0,0.00,0,0.00,3,0,3,0.00,0.00,0,42,23.4,0,0,0,0,0,普通推广
20230409,全部,1001313761,海投新客推广,花西子-腮红/胭脂,65644223611,792,40,5.05,182.48,230.40,4.56,1,89.00,1,99.00,2,188.00,0,0.00,15,8,23,5.00,1.03,2,141,17.4,2,0,0,0,1,普通推广
20230420,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10033413704410,791,35,4.42,330.65,418.02,9.45,2,338.00,7,984.01,9,1322.01,0,0.00,4,10,14,25.71,4.00,8,118,23.5,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-口红,10030031506068,791,16,2.02,60.65,76.68,3.79,0,0.00,0,0.00,0,0.00,0,0.00,1,3,4,0.00,0.00,0,25,12.8,0,0,1,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,790,20,2.53,51.21,64.82,2.56,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,45,15.7,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,10051976362384,789,26,3.30,222.57,282.09,8.56,0,0.00,2,398.00,2,398.00,0,0.00,11,17,28,7.69,1.79,2,63,20.5,2,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-粉饼,10051976362384,789,50,6.34,535.96,679.29,10.72,2,398.00,3,597.00,5,995.00,0,0.00,18,7,25,10.00,1.86,5,251,27.7,0,0,0,0,0,普通推广
20230415,全部,1001313761,海投新客推广,花西子-腮红/胭脂,65644223611,789,49,6.21,255.37,323.66,5.21,3,267.00,6,743.00,9,1010.00,0,0.00,13,9,22,18.37,3.96,4,106,20.3,3,1,1,0,0,普通推广
20230405,全部,1001313761,海投新客推广,花西子-粉饼,10064620812409,786,73,9.29,699.68,890.18,9.58,3,597.00,0,0.00,3,597.00,0,0.00,31,20,51,4.11,0.85,3,248,15.8,0,0,0,0,1,普通推广
20230402,全部,626847635,经典海投计划,花西子-粉饼,10064620812409,786,45,5.73,322.35,410.11,7.16,5,995.00,0,0.00,5,995.00,0,0.00,14,9,23,11.11,3.09,2,158,16.5,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-眼线笔/眼线液,65643233647,785,40,5.10,104.03,132.52,2.60,7,483.00,2,427.00,9,910.00,0,0.00,21,5,26,22.50,8.75,5,82,14.1,0,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-粉饼,10064620812409,784,75,9.57,429.20,547.45,5.72,4,796.00,3,597.00,7,1393.00,0,0.00,25,16,41,9.33,3.25,6,299,22.3,0,0,0,0,2,普通推广
20230415,全部,626847635,经典海投计划,花西子-口红,10047778788887,784,9,1.15,65.18,83.14,7.24,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,11,7.3,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,782,35,4.48,158.97,203.29,4.54,0,0.00,6,793.00,6,793.00,0,0.00,10,6,16,17.14,4.99,3,119,19.3,0,0,0,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-口红,65679377860,782,17,2.17,36.12,46.19,2.12,0,0.00,1,89.00,1,89.00,0,0.00,2,5,7,5.88,2.46,0,110,8.2,0,0,2,0,0,普通推广
20230415,全部,1001313761,海投新客推广,花西子-眼影,10042514674291,781,35,4.48,235.34,301.33,6.72,3,597.00,1,149.00,4,746.00,0,0.00,9,6,15,11.43,3.17,4,118,26.0,3,2,0,0,2,普通推广
20230419,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10031814298612,781,17,2.18,155.91,199.63,9.17,0,0.00,0,0.00,0,0.00,0,0.00,3,4,7,0.00,0.00,0,92,26.7,0,1,0,0,1,普通推广
20230415,全部,626847635,经典海投计划,花西子-彩妆套装,10066548930988,780,42,5.38,278.89,357.55,6.64,1,589.00,0,0.00,1,589.00,0,0.00,3,4,7,2.38,2.11,1,87,20.0,0,1,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045415993762,780,20,2.56,47.47,60.86,2.37,3,297.00,1,99.00,4,396.00,0,0.00,4,1,5,20.00,8.34,3,24,15.0,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-口红,10048028610107,779,12,1.54,27.73,35.60,2.31,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,17,43.8,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,10022706282767,779,2,0.26,4.54,5.83,2.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,3.0,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10065357379635,778,8,1.03,28.65,36.83,3.58,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,68.5,0,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-口红,65659245180,778,38,4.88,78.42,100.80,2.06,0,0.00,0,0.00,0,0.00,0,0.00,11,2,13,0.00,0.00,0,93,18.9,0,0,0,0,0,普通推广
20230418,全部,1185208742,海投新客推广_品牌近180天未购,花西子-唇膜/唇部精华,65647681420,778,57,7.33,259.25,333.23,4.55,5,345.00,0,0.00,5,345.00,0,0.00,19,2,21,8.77,1.33,3,98,22.3,1,0,0,0,0,普通推广
20230425,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,10064620812408,777,12,1.54,108.69,139.88,9.06,2,398.00,0,0.00,2,398.00,0,0.00,7,0,7,16.67,3.66,1,56,24.6,3,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-防晒,10072041558566,776,31,3.99,68.27,87.98,2.20,4,39.60,4,39.60,8,79.20,0,0.00,12,16,28,25.81,1.16,3,112,25.6,0,0,0,0,2,普通推广
20230424,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045416453466,776,34,4.38,94.81,122.18,2.79,1,99.00,3,289.67,4,388.67,0,0.00,4,11,15,11.76,4.10,3,116,28.2,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10060053981517,775,19,2.45,83.91,108.27,4.42,1,129.00,0,0.00,1,129.00,0,0.00,3,2,5,5.26,1.54,0,44,13.8,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-粉饼,10051976362384,775,43,5.55,376.57,485.90,8.76,2,398.00,3,577.00,5,975.00,0,0.00,16,6,22,11.63,2.59,4,200,21.0,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-遮瑕,68644507872,775,31,4.00,135.69,175.08,4.38,1,139.00,1,139.00,2,278.00,0,0.00,6,7,13,6.45,2.05,2,116,12.6,0,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,774,10,1.29,24.06,31.09,2.41,0,0.00,0,0.00,0,0.00,0,0.00,4,2,6,0.00,0.00,0,26,16.7,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-定妆喷雾,10068939766030,773,13,1.68,36.30,46.96,2.79,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,12,30.2,0,0,0,0,0,普通推广
20230408,全部,1001313761,海投新客推广,花西子-粉饼,10064620812408,773,19,2.46,103.74,134.20,5.46,1,199.00,1,0.01,2,199.01,0,0.00,6,2,8,10.53,1.92,1,22,6.8,1,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980726,773,8,1.03,44.02,56.95,5.50,1,129.00,0,0.00,1,129.00,0,0.00,1,4,5,12.50,2.93,1,59,43.9,0,0,0,0,0,普通推广
20230406,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,10022706282769,772,24,3.11,108.56,140.62,4.52,1,89.00,0,0.00,1,89.00,0,0.00,7,3,10,4.17,0.82,0,39,36.2,3,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-口红,72478273043,772,2,0.26,2.21,2.86,1.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,1.0,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,771,35,4.54,157.01,203.64,4.49,1,69.00,4,388.00,5,457.00,0,0.00,12,17,29,14.29,2.91,3,150,18.0,0,0,0,0,2,普通推广
20230422,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041936,771,17,2.20,26.96,34.97,1.59,0,0.00,1,69.00,1,69.00,0,0.00,1,2,3,5.88,2.56,0,34,14.4,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10037476980726,770,29,3.77,87.62,113.79,3.02,1,129.00,3,387.00,4,516.00,0,0.00,4,22,26,13.79,5.89,2,191,30.2,0,0,0,0,0,普通推广
20230412,全部,1001313761,海投新客推广,花西子-定妆喷雾,10035022966475,770,44,5.71,301.96,392.16,6.86,0,0.00,6,884.00,6,884.00,0,0.00,16,11,27,13.64,2.93,2,174,25.0,3,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10029219278363,770,13,1.69,31.80,41.30,2.45,2,198.00,1,99.00,3,297.00,0,0.00,4,1,5,23.08,9.34,2,40,11.0,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-睫毛膏/睫毛液,10029219278363,770,11,1.43,28.61,37.16,2.60,0,0.00,0,0.00,0,0.00,0,0.00,5,0,5,0.00,0.00,0,11,23.7,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眼影,10042514674291,768,19,2.47,69.00,89.84,3.63,1,199.00,0,0.00,1,199.00,0,0.00,2,0,2,5.26,2.88,1,41,15.5,2,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-彩妆套装,10066548930988,767,41,5.35,202.08,263.47,4.93,1,589.00,3,1277.00,4,1866.00,0,0.00,5,7,12,9.76,9.23,2,193,14.1,0,2,1,0,3,普通推广
20230414,全部,626847635,经典海投计划,花西子-定妆喷雾,10035022966475,767,51,6.65,522.52,681.25,10.25,2,258.00,5,925.00,7,1183.00,0,0.00,7,5,12,13.73,2.26,6,131,21.3,0,0,0,0,2,普通推广
20230402,全部,1001313761,海投新客推广,花西子-腮红/胭脂,65644223611,766,19,2.48,59.29,77.40,3.12,0,0.00,2,198.00,2,198.00,0,0.00,6,3,9,10.53,3.34,1,75,11.6,3,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623305,765,6,0.78,12.58,16.44,2.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,8,7.0,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570514,765,12,1.57,26.53,34.68,2.21,0,0.00,1,269.00,1,269.00,0,0.00,4,2,6,8.33,10.14,1,45,12.4,0,1,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-口红,65659245180,765,31,4.05,51.96,67.92,1.68,0,0.00,0,0.00,0,0.00,0,0.00,6,0,6,0.00,0.00,0,58,10.3,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10038416844452,764,25,3.27,158.18,207.04,6.33,1,199.00,1,139.00,2,338.00,0,0.00,6,2,8,8.00,2.14,2,36,19.5,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-口红,65679377860,764,4,0.52,7.21,9.44,1.80,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,12,57.4,0,0,0,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486220,764,16,2.09,45.34,59.35,2.83,0,0.00,0,0.00,0,0.00,0,0.00,2,1,3,0.00,0.00,0,22,13.7,0,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-彩妆套装,10066548930988,763,49,6.42,322.18,422.25,6.58,0,0.00,0,0.00,0,0.00,0,0.00,4,7,11,0.00,0.00,0,207,18.7,0,1,0,0,2,普通推广
20230411,全部,1001313761,海投新客推广,花西子-眼影,10060745254879,761,15,1.97,63.30,83.18,4.22,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,89,4.5,2,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-彩妆套装,10047689998403,761,69,9.07,629.81,827.61,9.13,0,0.00,2,1398.00,2,1398.00,0,0.00,5,9,14,2.90,2.22,2,222,15.3,0,1,0,0,1,普通推广
20230421,全部,626847635,经典海投计划,花西子-腮红/胭脂,10025645853283,761,19,2.50,30.89,40.59,1.63,0,0.00,1,99.00,1,99.00,0,0.00,1,1,2,5.26,3.20,1,27,29.6,0,0,0,0,0,普通推广
20230411,全部,1001313761,海投新客推广,花西子-口红,10048028610105,760,15,1.97,75.93,99.91,5.06,0,0.00,2,758.00,2,758.00,0,0.00,4,3,7,13.33,9.98,1,63,16.6,7,0,0,0,1,普通推广
20230423,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623305,759,8,1.05,14.34,18.89,1.79,0,0.00,0,0.00,0,0.00,0,0.00,1,3,4,0.00,0.00,0,16,23.8,0,0,0,0,0,普通推广
20230424,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,65638174479,759,59,7.77,615.88,811.44,10.44,1,149.00,7,1033.00,8,1182.00,0,0.00,13,14,27,13.56,1.92,5,287,17.1,0,0,2,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,10022706282769,757,14,1.85,35.13,46.41,2.51,0,0.00,1,69.00,1,69.00,0,0.00,4,7,11,7.14,1.96,1,28,30.3,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-修容/阴影,10046066441178,756,20,2.65,53.82,71.19,2.69,0,0.00,1,159.00,1,159.00,0,0.00,1,1,2,5.00,2.95,0,45,35.4,0,0,0,0,0,普通推广
20230415,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10063465552246,755,51,6.75,512.00,678.15,10.04,4,1472.00,3,648.01,7,2120.01,0,0.00,14,12,26,13.73,4.14,6,179,16.3,0,0,0,0,8,普通推广
20230407,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174479,754,43,5.70,441.52,585.57,10.27,2,298.00,1,169.00,3,467.00,0,0.00,6,7,13,6.98,1.06,3,154,20.1,0,1,0,0,1,普通推广
20230425,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫BB/BB霜,10021328034427,753,201,26.69,987.83,1311.86,4.91,1,199.00,6,1134.00,7,1333.00,0,0.00,21,45,66,3.48,1.35,5,849,19.7,3,1,0,0,3,普通推广
