下单时间,推广设备,计划ID,计划名称,品类名,SKUID,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,直接订单行,直接订单金额,间接订单行,间接订单金额,总订单行,总订单金额,预售订单行,预售订单金额,直接加购数,间接加购数,总加购数,转化率(%),ROI,下单新客数,访问页面数,页面平均访问时长,深度进店数,店铺关注数,商品关注数,预约数,领劵数,推广模式
20230413,全部,1001313761,海投新客推广,花西子-彩妆套装,10047689998403,238,19,7.98,147.31,618.95,7.75,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,52,19.1,0,0,0,0,1,普通推广
20230410,全部,626847635,经典海投计划,花西子-口红,10029018449469,238,3,1.26,15.71,66.01,5.24,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,12,34.5,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-粉底液/膏,10043810570514,237,9,3.80,47.39,199.96,5.27,0,0.00,0,0.00,0,0.00,0,0.00,1,5,6,0.00,0.00,0,27,38.5,0,0,0,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10042514732633,237,2,0.84,4.42,18.65,2.21,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,9,4.8,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-其它彩妆,10030643520498,237,5,2.11,10.63,44.85,2.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,10,5.8,0,0,0,0,0,普通推广
20230414,全部,1001313761,海投新客推广,花西子-口红,72478273043,237,7,2.95,46.86,197.72,6.69,1,219.00,1,219.00,2,438.00,0,0.00,3,2,5,28.57,9.35,2,37,21.9,3,0,0,0,0,普通推广
20230424,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486219,237,4,1.69,32.33,136.41,8.08,0,0.00,0,0.00,0,0.00,0,0.00,1,1,2,0.00,0.00,0,7,24.1,0,0,0,0,1,普通推广
20230408,全部,626847635,经典海投计划,花西子-腮红/胭脂,65644223613,237,8,3.38,13.93,58.78,1.74,0,0.00,0,0.00,0,0.00,0,0.00,3,2,5,0.00,0.00,0,23,37.8,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623302,236,1,0.42,2.74,11.61,2.74,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-彩妆套装,10047689998402,236,18,7.63,209.41,887.33,11.63,0,0.00,1,14.90,1,14.90,0,0.00,1,1,2,5.56,0.07,0,30,37.0,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10044190668640,236,5,2.12,12.15,51.48,2.43,0,0.00,0,0.00,0,0.00,0,0.00,1,2,3,0.00,0.00,0,17,18.8,0,0,0,0,0,普通推广
20230404,全部,1001313761,海投新客推广,花西子-粉饼,10033274350359,236,6,2.54,40.29,170.72,6.72,1,219.00,0,0.00,1,219.00,0,0.00,2,0,2,16.67,5.44,1,3,9.7,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-其它彩妆,10029874688719,236,3,1.27,9.32,39.49,3.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,11.0,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10021328034428,236,4,1.69,5.09,21.57,1.27,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,13,48.7,0,0,0,0,0,普通推广
20230421,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,65679377852,236,8,3.39,40.10,169.92,5.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,24,40.5,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-口红,65679377852,236,2,0.85,5.37,22.75,2.69,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,10067561251804,235,32,13.62,248.00,1055.32,7.75,0,0.00,5,875.00,5,875.00,0,0.00,5,11,16,15.63,3.53,5,127,28.2,0,3,0,0,1,普通推广
20230417,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063845015115,235,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-口红,10047779151009,235,14,5.96,24.90,105.96,1.78,0,0.00,0,0.00,0,0.00,0,0.00,1,1,2,0.00,0.00,0,28,11.3,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-粉扑/洗脸扑,10045379792358,235,2,0.85,2.87,12.21,1.44,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,1,12.0,0,0,0,0,0,普通推广
20230401,全部,1001313761,海投新客推广,花西子-气垫BB/BB霜,10021328034429,235,17,7.23,124.02,527.74,7.30,0,0.00,3,597.00,3,597.00,0,0.00,2,3,5,17.65,4.81,2,28,28.1,0,0,0,0,0,普通推广
20230421,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,72478273043,235,8,3.40,65.04,276.77,8.13,1,219.00,4,556.00,5,775.00,0,0.00,7,3,10,62.50,11.92,0,64,12.3,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眉笔/眉粉/眉膏,65655997099,235,1,0.43,3.52,14.98,3.52,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10073377082545,234,28,11.97,73.51,314.15,2.63,0,0.00,1,199.00,1,199.00,0,0.00,5,8,13,3.57,2.71,1,88,36.6,0,1,0,0,2,普通推广
20230426,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187553,234,2,0.85,3.68,15.73,1.84,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-腮红/胭脂,10045416453466,234,11,4.70,16.98,72.56,1.54,0,0.00,0,0.00,0,0.00,0,0.00,3,2,5,0.00,0.00,0,28,22.1,0,0,2,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-粉扑/洗脸扑,10045379792359,234,1,0.43,2.37,10.13,2.37,0,0.00,2,168.00,2,168.00,0,0.00,0,1,1,200.00,70.89,1,2,5.5,0,0,0,0,1,普通推广
20230415,全部,626847635,经典海投计划,花西子-粉扑/洗脸扑,10045379792358,234,4,1.71,8.20,35.04,2.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-彩妆套装,10035352406883,234,7,2.99,89.17,381.07,12.74,0,0.00,1,999.00,1,999.00,0,0.00,0,2,2,14.29,11.20,1,12,10.3,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-其他美妆工具,10031649034175,234,9,3.85,6.59,28.16,0.73,1,29.00,0,0.00,1,29.00,0,0.00,3,2,5,11.11,4.40,0,54,14.6,0,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-其它彩妆,10030643520499,234,2,0.85,5.18,22.14,2.59,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,3.3,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,10029845862616,234,1,0.43,4.92,21.03,4.92,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,1,38.0,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-口红,65679377855,234,1,0.43,2.63,11.24,2.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,14.0,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,65655997098,234,4,1.71,26.47,113.12,6.62,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,17,13.1,0,0,0,0,0,普通推广
20230411,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10048595005200,233,14,6.01,126.53,543.05,9.04,1,368.00,0,0.00,1,368.00,0,0.00,4,4,8,7.14,2.91,1,33,26.7,0,1,0,0,4,普通推广
20230419,全部,626847635,经典海投计划,花西子-粉扑/洗脸扑,10045379792358,233,2,0.86,2.54,10.90,1.27,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,5,8.4,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10042514732633,233,3,1.29,5.98,25.67,1.99,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,6.0,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-其他美妆工具,10031649034175,233,10,4.29,12.18,52.27,1.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,11.0,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-其它彩妆,10030643520498,233,4,1.72,21.52,92.36,5.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,4.0,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-腮红/胭脂,10025645853283,233,2,0.86,1.46,6.27,0.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,0.0,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,10021040859994,233,7,3.00,36.99,158.76,5.28,0,0.00,0,0.00,0,0.00,0,0.00,1,2,3,0.00,0.00,0,10,5.5,1,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486220,233,4,1.72,9.02,38.71,2.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,13,14.5,0,0,0,0,0,普通推广
20230404,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174478,233,23,9.87,229.31,984.16,9.97,3,447.00,1,149.00,4,596.00,0,0.00,8,1,9,17.39,2.60,4,59,30.1,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫BB/BB霜,10065357379635,232,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230422,全部,1185208742,海投新客推广_品牌近180天未购,花西子-彩妆套装,10034709054116,232,10,4.31,83.36,359.31,8.34,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,25,20.8,1,0,0,0,0,普通推广
20230403,全部,1001313761,海投新客推广,花西子-口红,10030031506068,232,3,1.29,10.29,44.35,3.43,0,0.00,1,129.00,1,129.00,0,0.00,0,1,1,33.33,12.54,1,11,6.9,0,0,0,0,0,普通推广
20230402,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10025033943234,232,2,0.86,14.30,61.64,7.15,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,10.5,0,0,0,0,0,普通推广
20230401,全部,1001313761,海投新客推广,花西子-气垫CC/CC霜,10021504938237,232,41,17.67,243.14,1048.02,5.93,0,0.00,2,278.00,2,278.00,0,0.00,5,16,21,4.88,1.14,2,107,15.1,0,0,0,0,0,普通推广
20230422,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,69016625049,232,3,1.29,6.66,28.71,2.22,0,0.00,2,368.00,2,368.00,0,0.00,0,6,6,66.67,55.26,1,18,21.7,2,0,0,0,1,普通推广
20230416,全部,1001313761,海投新客推广,花西子-彩妆套装,65658689377,232,9,3.88,65.22,281.12,7.25,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,13,35.8,1,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,65655997099,232,2,0.86,2.53,10.91,1.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,13.0,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,65655997099,232,2,0.86,4.72,20.34,2.36,0,0.00,1,89.00,1,89.00,0,0.00,0,1,1,50.00,18.86,1,11,7.8,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-口红,10072760848070,231,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230420,全部,626847635,经典海投计划,花西子-卸妆,10072044327582,231,10,4.33,40.79,176.58,4.08,2,19.80,1,98.00,3,117.80,0,0.00,8,1,9,30.00,2.89,1,20,10.8,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-卸妆,10069862552623,231,13,5.63,41.96,181.65,3.23,0,0.00,0,0.00,0,0.00,0,0.00,5,1,6,0.00,0.00,0,18,6.6,0,0,0,0,0,普通推广
20230421,全部,626847635,经典海投计划,花西子-口红,10047778788887,231,1,0.43,1.79,7.75,1.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-口红,10029018449469,231,3,1.30,6.15,26.62,2.05,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,19,29.2,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-口红,65679377856,231,2,0.87,5.41,23.42,2.71,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,6.0,0,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-口红,65679377855,231,3,1.30,10.64,46.06,3.55,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,38,4.9,0,0,0,0,0,普通推广
20230419,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063306623304,230,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-卸妆,10058969482684,230,2,0.87,3.96,17.22,1.98,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,24.7,0,0,0,0,0,普通推广
20230422,全部,626847635,经典海投计划,花西子-彩妆套装,10047689998402,230,16,6.96,30.92,134.43,1.93,0,0.00,1,99.00,1,99.00,0,0.00,3,1,4,6.25,3.20,0,58,12.5,0,1,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-彩妆套装,10035352406883,230,5,2.17,25.22,109.65,5.04,1,799.00,0,0.00,1,799.00,0,0.00,3,2,5,20.00,31.68,1,13,12.2,0,0,0,0,0,普通推广
20230424,全部,1185208742,海投新客推广_品牌近180天未购,花西子-蜜粉/散粉,69016625049,230,4,1.74,11.96,52.00,2.99,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,2.5,1,0,0,0,0,普通推广
20230422,全部,1185208742,海投新客推广_品牌近180天未购,花西子-眉笔/眉粉/眉膏,67719426908,230,19,8.26,48.74,211.91,2.57,0,0.00,2,138.00,2,138.00,0,0.00,7,12,19,10.53,2.83,2,82,15.6,2,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-口红,65679377856,230,9,3.91,17.36,75.48,1.93,0,0.00,0,0.00,0,0.00,0,0.00,3,1,4,0.00,0.00,0,12,5.5,0,0,0,0,0,普通推广
20230416,全部,626847635,经典海投计划,花西子-腮红/胭脂,65644223613,230,4,1.74,7.96,34.61,1.99,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,10.5,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-蜜粉/散粉,65638174479,230,3,1.30,4.97,21.61,1.66,0,0.00,1,169.00,1,169.00,0,0.00,0,1,1,33.33,34.00,0,5,13.6,0,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10055223229862,229,14,6.11,50.58,220.87,3.61,0,0.00,0,0.00,0,0.00,0,0.00,3,4,7,0.00,0.00,0,55,26.9,0,0,1,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-粉扑/洗脸扑,10045379792359,229,14,6.11,34.57,150.96,2.47,0,0.00,2,78.00,2,78.00,0,0.00,3,3,6,14.29,2.26,2,20,18.3,0,0,1,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-彩妆套装,10041709741613,229,2,0.87,38.81,169.48,19.41,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,12,17.9,0,0,0,0,0,普通推广
20230411,全部,1001313761,海投新客推广,花西子-口红,10029845862616,229,6,2.62,35.91,156.81,5.99,0,0.00,0,0.00,0,0.00,0,0.00,0,1,1,0.00,0.00,0,49,8.9,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10021328034429,229,13,5.68,34.09,148.86,2.62,0,0.00,1,139.00,1,139.00,0,0.00,1,2,3,7.69,4.08,1,18,41.6,0,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10021328034429,229,14,6.11,36.30,158.52,2.59,0,0.00,0,0.00,0,0.00,0,0.00,0,3,3,0.00,0.00,0,60,29.7,0,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,71687041937,229,3,1.31,8.53,37.25,2.84,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,2,183.0,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,65679377860,229,12,5.24,45.49,198.65,3.79,0,0.00,1,129.00,1,129.00,0,0.00,2,2,4,8.33,2.84,1,179,10.4,2,0,0,0,0,普通推广
20230414,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486220,229,7,3.06,30.44,132.93,4.35,0,0.00,0,0.00,0,0.00,0,0.00,5,7,12,0.00,0.00,0,24,65.1,0,0,0,0,0,普通推广
20230409,全部,626847635,经典海投计划,花西子-彩妆套装,10047689998402,228,12,5.26,179.50,787.28,14.96,0,0.00,1,1314.00,1,1314.00,0,0.00,1,6,7,8.33,7.32,1,52,14.2,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10044190668639,228,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10042514732633,228,4,1.75,8.39,36.80,2.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,7.5,0,0,0,0,0,普通推广
20230404,全部,626847635,经典海投计划,花西子-口红,65679377852,228,1,0.44,2.05,8.99,2.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230417,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486221,228,15,6.58,93.37,409.52,6.22,1,139.00,1,139.00,2,278.00,0,0.00,5,1,6,13.33,2.98,2,83,20.9,0,1,0,0,3,普通推广
20230412,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486221,228,11,4.82,63.88,280.18,5.81,0,0.00,1,139.00,1,139.00,0,0.00,1,2,3,9.09,2.18,1,33,28.2,0,0,0,0,0,普通推广
20230420,全部,1185208742,海投新客推广_品牌近180天未购,花西子-气垫CC/CC霜,65651486219,228,1,0.44,1.36,5.96,1.36,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,0.0,0,0,0,0,0,普通推广
20230425,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486219,228,4,1.75,14.19,62.24,3.55,0,0.00,1,199.00,1,199.00,0,0.00,1,5,6,25.00,14.02,1,14,14.4,0,0,0,0,0,普通推广
20230426,全部,626847635,经典海投计划,花西子-气垫BB/BB霜,10073384654478,227,17,7.49,37.63,165.77,2.21,0,0.00,0,0.00,0,0.00,0,0.00,3,2,5,0.00,0.00,0,49,7.5,0,0,0,0,0,普通推广
20230415,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10063845015115,227,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230418,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187553,227,3,1.32,4.81,21.19,1.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,3,2.3,0,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10042514732633,227,5,2.20,20.10,88.55,4.02,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,8,3.6,0,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-彩妆套装,10041709741613,227,6,2.64,24.62,108.46,4.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,11,14.6,0,0,0,0,0,普通推广
20230407,全部,626847635,经典海投计划,花西子-粉饼,10032171629837,227,1,0.44,1.28,5.64,1.28,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-其它彩妆,10030643520499,227,2,0.88,9.69,42.69,4.85,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,9,4.1,0,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-其它彩妆,10030643520498,227,4,1.76,8.73,38.46,2.18,1,49.00,2,228.00,3,277.00,0,0.00,1,3,4,75.00,31.73,2,21,13.6,0,0,0,0,0,普通推广
20230408,全部,626847635,经典海投计划,花西子-口红,10029018449469,227,5,2.20,9.78,43.08,1.96,0,0.00,0,0.00,0,0.00,0,0.00,2,0,2,0.00,0.00,0,5,56.2,0,0,0,0,0,普通推广
20230402,全部,626847635,经典海投计划,花西子-口红,65679377849,227,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230405,全部,626847635,经典海投计划,花西子-眉笔/眉粉/眉膏,65655997099,227,0,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,0,0.0,0,0,0,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10057697062004,226,3,1.33,6.12,27.08,2.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,7.0,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-口红,10047778788887,226,24,10.62,175.04,774.51,7.29,1,219.00,2,228.00,3,447.00,0,0.00,3,7,10,12.50,2.55,2,83,9.1,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-彩妆套装,10047689998403,226,13,5.75,103.07,456.06,7.93,0,0.00,2,1383.00,2,1383.00,0,0.00,0,4,4,15.38,13.42,2,57,17.6,0,0,0,0,0,普通推广
20230409,全部,1001313761,海投新客推广,花西子-高光,10046066441178,226,12,5.31,109.22,483.27,9.10,0,0.00,0,0.00,0,0.00,0,0.00,3,2,5,0.00,0.00,0,67,8.8,0,0,0,0,0,普通推广
20230411,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10044190668639,226,2,0.88,13.09,57.92,6.55,0,0.00,0,0.00,0,0.00,0,0.00,2,2,4,0.00,0.00,0,9,20.6,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-口红,65679377856,226,3,1.33,4.92,21.77,1.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,8,8.0,0,0,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-口红,65679377853,226,8,3.54,13.56,60.00,1.70,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,14,19.9,0,0,0,0,0,普通推广
20230423,全部,626847635,经典海投计划,花西子-口红,65679377849,226,4,1.77,6.80,30.09,1.70,0,0.00,0,0.00,0,0.00,0,0.00,2,1,3,0.00,0.00,0,8,12.4,0,0,0,0,0,普通推广
20230423,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,65658318805,226,11,4.87,83.59,369.87,7.60,2,358.00,0,0.00,2,358.00,0,0.00,5,1,6,18.18,4.28,1,61,13.0,2,0,0,0,0,普通推广
20230424,全部,626847635,经典海投计划,花西子-修容/阴影,65647140197,226,8,3.54,22.45,99.34,2.81,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,13,5.2,0,0,0,0,0,普通推广
20230410,全部,1001313761,海投新客推广,花西子-蜜粉/散粉,10042514732633,225,6,2.67,41.14,182.84,6.86,0,0.00,1,368.00,1,368.00,0,0.00,2,8,10,16.67,8.95,0,38,27.2,1,0,0,0,0,普通推广
20230410,全部,626847635,经典海投计划,花西子-粉饼,10032171629838,225,4,1.78,48.16,214.04,12.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,5,11.2,0,0,0,0,0,普通推广
20230403,全部,1001313761,海投新客推广,花西子-眉笔/眉粉/眉膏,10022706282768,225,1,0.44,1.65,7.33,1.65,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,1,3.0,0,0,0,0,0,普通推广
20230419,全部,1185208742,海投新客推广_品牌近180天未购,花西子-粉饼,10020168479897,225,3,1.33,50.90,226.22,16.97,0,0.00,0,0.00,0,0.00,0,0.00,1,0,1,0.00,0.00,0,5,54.2,1,0,0,0,0,普通推广
20230412,全部,626847635,经典海投计划,花西子-粉饼,65658318805,225,9,4.00,100.49,446.62,11.17,1,179.00,0,0.00,1,179.00,0,0.00,4,3,7,11.11,1.78,1,39,19.7,0,1,0,0,0,普通推广
20230406,全部,626847635,经典海投计划,花西子-气垫CC/CC霜,65651486221,225,15,6.67,78.66,349.60,5.24,1,139.00,2,278.00,3,417.00,0,0.00,3,2,5,20.00,5.30,3,34,28.4,0,0,0,0,0,普通推广
20230413,全部,626847635,经典海投计划,花西子-蜜粉/散粉,10067561251804,224,2,0.89,4.60,20.54,2.30,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,6,3.8,0,0,0,0,0,普通推广
20230403,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187553,224,9,4.02,14.99,66.92,1.67,0,0.00,0,0.00,0,0.00,0,0.00,1,1,2,0.00,0.00,0,27,19.5,0,0,0,0,0,普通推广
20230401,全部,626847635,经典海投计划,花西子-唇彩唇蜜/唇釉,10053144187553,224,4,1.79,7.62,34.02,1.91,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,0.00,0,4,26.0,0,0,0,0,0,普通推广
